,Ln,Dn,Ds,DForm,OForm,Box,WR,RB,TE,Play,Player,Type,Yards,description,YTEZ,YTG,PassDown,Block,RollingAvg5,RollingAvg10,RollingAvg20,RollingAvg40,TypeNum,YardsGained,NetYards,Catch,Success,NetSuccess,3yds,PenaltyYards,FirstDown,BigPlay,BigPlay10+,BigPlay20+,BigPlay30+,BigPlay40+,Game,PlayNum,Year
281,m18,2,7,30 nickel slide,shotgun twins twin te,7,2.0,1.0,2.0,slant,bell,pass,12,"
just a regular-ass throw. but rpo? without a mesh point? entire front seven runs at mccaffrey, slant open for first down. thrown. batted. bell catches it anyway. okay. (ba, 2, rpo). bvs ma, i think.
",82,7,0,,0.4,0.3,0.35,0.55,1,12.0,12.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-mtsu,65,2019
282,m30,1,10,nickel even,shotgun 4-wide tight,5.5,2.0,1.0,2.0,speed option,vansumeren,run,2,"
end pops up in mccaffrey’s face, easy pitch. black(+0.5) goes and gets a kick. eubanks(+0.5) finds a db. hayes stopped and found the playside lb, which is usually the best policy but here s might be the super advanced version of this play. vansumeren(-2) has a giant gap in the middle in which there is one safety unblocked running sideline to sideline; a cut up is a solid chunk, proabbly 6-8. he extends to sideline and gets chopped down.
",70,10,0,,0.4,0.3,0.4,0.575,0,2.0,2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,66,2019
283,m32,2,8,30 nickel slide,shotgun trips tight bunch,7,2.0,1.0,2.0,te cross,eubanks,pass,5,"
quick pitch and catch for a few. (ca, 3, protection 1/1)
",68,8,1,,0.2,0.3,0.4,0.575,1,5.0,5.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,67,2019
284,m37,3,3,nickel even,shotgun 3-wide,6,3.0,1.0,1.0,inside zone,charbonnet,run,41,"
the big ol chunk. orbit motion, handoff. probably not a read. mckeon(+1) kicks the de. hayes(+1) and bredeson(+1) double a dt and move him with bredeson finding a lb. charbonnet(+3) hits the gap hard. he jukes a safety; he runs through an ankle tackle. he veers outside to get to black’s block and extend the run as much as possible since there is a guy with an angle on him. i like it.
",63,3,0,,0.4,0.4,0.45,0.575,0,41.0,41.0,,1.0,1.0,1,0,0,1,1,1,1,1,2019-offense-vs-mtsu,68,2019
285,o22,1,10,nickel even,shotgun 4-wide tight,6,2.0,1.0,2.0,scramble,mccaffrey,pass,3,"
same flood patterson messed up earlier; mccaffrey again does not check down to a wide open bell after the orbit motion. instead he scrambles for a few. (br, n/a, protection 2/2)
",22,10,0,,0.4,0.4,0.4,0.55,1,3.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,69,2019
286,o19,2,7,30 nickel slide,shotgun 3-wide,6.5,3.0,1.0,1.0,rpo slant,bell,pass,inc (pen +10),"
rpo slant, well-covered bell, but covered because the db gave him a yank. this ball is high-ish but reasonable if bell isn’t impeded. (ca, 0, rpo)
",19,7,0,,0.6,0.5,0.45,0.55,1,,10.0,0.0,,1.0,0,10,1,0,0,0,0,0,2019-offense-vs-mtsu,70,2019
287,o9,1,g,,shotgun 3-wide,,3.0,1.0,1.0,false start,ruiz,penalty,-5,"
this is technically called on bredeson but live it was clear that ruiz(-1) didn’t snap it when everyone else expected him to.
",9,9,0,,0.6,0.5,0.45,0.55,0,-5.0,-5.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,71,2019
288,o14,1,g,30 nickel slide,shotgun trips,6.5,3.0,1.0,1.0,speed option,mccaffrey,run,5,"
de goes for pitch, correct keep. mayfield(+1) and onwenu(+1) pave the way; mtsu shaded a lb to this side and he’s free to hit after a decent gain. rps –1.
",14,14,0,,0.6,0.4,0.4,0.525,0,5.0,5.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,72,2019
289,o9,2,g,30 nickel slide,shotgun 3-wide,7.5,3.0,1.0,1.0,arc zone keeper,mccaffrey,run,2,"
no widen from de, keep, mckeon(+0.5) cuts off a lb who has no angle. mccaffrey one on one with the lb in man on mckeon; he gets down to the 3 before fumbling(-3) out of bounds. refs(-1) mark this at the seven when it should be at the 5.
",9,9,1,,0.4,0.4,0.4,0.5,0,2.0,2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,73,2019
290,o7,3,g,4-4 over,shotgun 3te,9,1.0,1.0,3.0,arc zone keeper,mccaffrey,run,6,"
this is pa with a couple wrs in a route but as soon as mccaffrey pulls he’s running. all(-1) sees this and turns around to block a guy from the interior instead of the guy covering him, allowing that guy to stuff mccaffrey at the 1.
",7,7,1,,0.4,0.4,0.4,0.475,0,6.0,6.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,74,2019
291,o1,4,g,goal line,shotgun 3te,10,1.0,1.0,3.0,inside zone,charbonnet,run,0,"
okay a keep is another easy walk-in td, mccaffrey(-2). it’s like they think it’s a trap, but it never is. mayfield(-2) doesn’t get much of a chip on a de and also misses a lb, who gets penetration. these two guys shoot to the backfield and are the reason charbonnet doesn’t grind in as the rest of the line (+0.5) moves the opponent into the endzone.
",1,1,0,,0.2,0.4,0.35,0.45,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,75,2019
292,o15,1,10,nickel even,shotgun 3-wide,6,3.0,1.0,1.0,jet sweep,bell,run,6,"
finally a jet. this is a td if one guy doesn't make the tackle, he does. that’s the playside s. vansumeren moves out to block him; bell(-1) ends up making a rounded cut type substance that allows that guy to see the move and come inside bvs for the tackle. pressing the issue and then cutting abruptly is a td. rps +2
",15,10,0,,0.0,0.3,0.3,0.425,0,6.0,6.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-mtsu,76,2019
293,o9,2,4,okie zero,shotgun trips,7,4.0,1.0,0.0,speed option,turner,run,0,"
lb flies off edge; patterson(-1) immediately pitches and that guy can flow out to contain. fake pitch, td. mayfield(+1) sealed the edge well and got to the second level.
",9,4,0,,0.0,0.3,0.3,0.4,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,77,2019
294,o9,3,4,4-3 under,shotgun 3-wide,7,3.0,1.0,1.0,fade,collins,pass,inc (pen +7),"
fade badly underthrown from patterson but db never looks and gets hit with one of those unfair but inevitable pis. (in, 0, protection 1/1)
",9,4,0,,0.0,0.2,0.3,0.375,1,,7.0,0.0,,1.0,0,7,1,0,0,0,0,0,2019-offense-vs-mtsu,78,2019
295,o2,1,g,4-3 over,shotgun 2te twins,9,2.0,1.0,2.0,inside zone,turner,run,0,"
another walk-in td if mccaffrey keeps. still could work but mayfield(-2) airballs on a lb who he really should id; he starts blocking a de that mckeon has and only comes off too late. that guy jumps on turner’s back as he tries to get back to the qb lane.
",2,2,0,,0.2,0.3,0.35,0.4,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,79,2019
296,o2,2,g,4-3 under,shotgun twins twin te,9,2.0,1.0,2.0,inside zone,vansumeren,run,1,"
patterson(-1) fumbles the snap but manages to get it to vansumeren, no read possible. bvs(+1) gets a de in his face immediately with no motion and manages to plow the guy for two yards. impressive.
",2,2,0,,0.2,0.2,0.35,0.375,0,1.0,1.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,80,2019
297,o1,3,g,goal line,shotgun 4-wide tight,9,2.0,1.0,2.0,inside zone,vansumeren,run,1,"
tempo, mtsu not set, easy. rps +1. hayes(+0.5) and ruiz(+0.5) with relevant easy blocks.
",1,1,0,,0.2,0.1,0.3,0.35,0,1.0,1.0,,1.0,1.0,0,0,0,0,0,0,0,0,2019-offense-vs-mtsu,81,2019
